前缀,城市,代号,省份,地区
350902,蕉城区,35,福建省,华东地区
350921,霞浦县,35,福建省,华东地区
350922,古田县,35,福建省,华东地区
350923,屏南县,35,福建省,华东地区
350924,寿宁县,35,福建省,华东地区
350925,周宁县,35,福建省,华东地区
350926,柘荣县,35,福建省,华东地区
350981,福安市,35,福建省,华东地区
350982,福鼎市,35,福建省,华东地区
360000,江西省,36,江西省,华东地区
360100,南昌市,36,江西省,华东地区
360101,市辖区,36,江西省,华东地区
360102,东湖区,36,江西省,华东地区
360103,西湖区,36,江西省,华东地区
360104,青云谱区,36,江西省,华东地区
360105,湾里区,36,江西省,华东地区
360111,青山湖区,36,江西省,华东地区
360121,南昌县,36,江西省,华东地区
360122,新建县,36,江西省,华东地区
360123,安义县,36,江西省,华东地区
360124,进贤县,36,江西省,华东地区
360200,景德镇市,36,江西省,华东地区
360201,市辖区,36,江西省,华东地区
360202,昌江区,36,江西省,华东地区
360203,珠山区,36,江西省,华东地区
360222,浮梁县,36,江西省,华东地区
360281,乐平市,36,江西省,华东地区
360300,萍乡市,36,江西省,华东地区
360301,市辖区,36,江西省,华东地区
360302,安源区,36,江西省,华东地区
360313,湘东区,36,江西省,华东地区
360321,莲花县,36,江西省,华东地区
360322,上栗县,36,江西省,华东地区
360323,芦溪县,36,江西省,华东地区
360400,九江市,36,江西省,华东地区
360401,市辖区,36,江西省,华东地区
360402,庐山区,36,江西省,华东地区
360403,浔阳区,36,江西省,华东地区
360421,九江县,36,江西省,华东地区
360423,武宁县,36,江西省,华东地区
360424,修水县,36,江西省,华东地区
360425,永修县,36,江西省,华东地区
360426,德安县,36,江西省,华东地区
360427,星子县,36,江西省,华东地区
360428,都昌县,36,江西省,华东地区
360429,湖口县,36,江西省,华东地区
360430,彭泽县,36,江西省,华东地区
360481,瑞昌市,36,江西省,华东地区
360482,共青城市,36,江西省,华东地区
360500,新余市,36,江西省,华东地区
360501,市辖区,36,江西省,华东地区
360502,渝水区,36,江西省,华东地区
360521,分宜县,36,江西省,华东地区
360600,鹰潭市,36,江西省,华东地区
360601,市辖区,36,江西省,华东地区
360602,月湖区,36,江西省,华东地区
360622,余江县,36,江西省,华东地区
360681,贵溪市,36,江西省,华东地区
360700,赣州市,36,江西省,华东地区
360701,市辖区,36,江西省,华东地区
360702,章贡区,36,江西省,华东地区
360721,赣县,36,江西省,华东地区
360722,信丰县,36,江西省,华东地区
360723,大余县,36,江西省,华东地区
360724,上犹县,36,江西省,华东地区
360725,崇义县,36,江西省,华东地区
360726,安远县,36,江西省,华东地区
360727,龙南县,36,江西省,华东地区
360728,定南县,36,江西省,华东地区
360729,全南县,36,江西省,华东地区
360730,宁都县,36,江西省,华东地区
360731,于都县,36,江西省,华东地区
360732,兴国县,36,江西省,华东地区
360733,会昌县,36,江西省,华东地区
360734,寻乌县,36,江西省,华东地区
360735,石城县,36,江西省,华东地区
360781,瑞金市,36,江西省,华东地区
360782,南康市,36,江西省,华东地区
360800,吉安市,36,江西省,华东地区
360801,市辖区,36,江西省,华东地区
360802,吉州区,36,江西省,华东地区
360803,青原区,36,江西省,华东地区
360821,吉安县,36,江西省,华东地区
360822,吉水县,36,江西省,华东地区
360823,峡江县,36,江西省,华东地区
360824,新干县,36,江西省,华东地区
360825,永丰县,36,江西省,华东地区
360826,泰和县,36,江西省,华东地区
360827,遂川县,36,江西省,华东地区
360828,万安县,36,江西省,华东地区
360829,安福县,36,江西省,华东地区
360830,永新县,36,江西省,华东地区
360881,井冈山市,36,江西省,华东地区
360900,宜春市,36,江西省,华东地区
360901,市辖区,36,江西省,华东地区
360902,袁州区,36,江西省,华东地区
360921,奉新县,36,江西省,华东地区
360922,万载县,36,江西省,华东地区
360923,上高县,36,江西省,华东地区
360924,宜丰县,36,江西省,华东地区
360925,靖安县,36,江西省,华东地区
360926,铜鼓县,36,江西省,华东地区
360981,丰城市,36,江西省,华东地区
360982,樟树市,36,江西省,华东地区
360983,高安市,36,江西省,华东地区
361000,抚州市,36,江西省,华东地区
361001,市辖区,36,江西省,华东地区
361002,临川区,36,江西省,华东地区
361021,南城县,36,江西省,华东地区
361022,黎川县,36,江西省,华东地区
361023,南丰县,36,江西省,华东地区
361024,崇仁县,36,江西省,华东地区
361025,乐安县,36,江西省,华东地区
361026,宜黄县,36,江西省,华东地区
361027,金溪县,36,江西省,华东地区
361028,资溪县,36,江西省,华东地区
361029,东乡县,36,江西省,华东地区
361030,广昌县,36,江西省,华东地区
361100,上饶市,36,江西省,华东地区
361101,市辖区,36,江西省,华东地区
361102,信州区,36,江西省,华东地区
361121,上饶县,36,江西省,华东地区
361122,广丰县,36,江西省,华东地区
361123,玉山县,36,江西省,华东地区
361124,铅山县,36,江西省,华东地区
361125,横峰县,36,江西省,华东地区
361126,弋阳县,36,江西省,华东地区
361127,余干县,36,江西省,华东地区
361128,鄱阳县,36,江西省,华东地区
361129,万年县,36,江西省,华东地区
361130,婺源县,36,江西省,华东地区
361181,德兴市,36,江西省,华东地区
370000,山东省,37,山东省,华东地区
370100,济南市,37,山东省,华东地区
370101,市辖区,37,山东省,华东地区
370102,历下区,37,山东省,华东地区
370103,市中区,37,山东省,华东地区
370104,槐荫区,37,山东省,华东地区
370105,天桥区,37,山东省,华东地区
370112,历城区,37,山东省,华东地区
370113,长清区,37,山东省,华东地区
370124,平阴县,37,山东省,华东地区
370125,济阳县,37,山东省,华东地区
370126,商河县,37,山东省,华东地区
370181,章丘市,37,山东省,华东地区
370200,青岛市,37,山东省,华东地区
370201,市辖区,37,山东省,华东地区
370202,市南区,37,山东省,华东地区
370203,市北区,37,山东省,华东地区
370205,四方区,37,山东省,华东地区
370211,黄岛区,37,山东省,华东地区
370212,崂山区,37,山东省,华东地区
370213,李沧区,37,山东省,华东地区
370214,城阳区,37,山东省,华东地区
370281,胶州市,37,山东省,华东地区
370282,即墨市,37,山东省,华东地区
370283,平度市,37,山东省,华东地区
370284,胶南市,37,山东省,华东地区
370285,莱西市,37,山东省,华东地区
370300,淄博市,37,山东省,华东地区
370301,市辖区,37,山东省,华东地区
370302,淄川区,37,山东省,华东地区
370303,张店区,37,山东省,华东地区
370304,博山区,37,山东省,华东地区
370305,临淄区,37,山东省,华东地区
370306,周村区,37,山东省,华东地区
370321,桓台县,37,山东省,华东地区
370322,高青县,37,山东省,华东地区
370323,沂源县,37,山东省,华东地区
370400,枣庄市,37,山东省,华东地区
370401,市辖区,37,山东省,华东地区
370402,市中区,37,山东省,华东地区
370403,薛城区,37,山东省,华东地区
370404,峄城区,37,山东省,华东地区
370405,台儿庄区,37,山东省,华东地区
370406,山亭区,37,山东省,华东地区
370481,滕州市,37,山东省,华东地区
370500,东营市,37,山东省,华东地区
370501,市辖区,37,山东省,华东地区
370502,东营区,37,山东省,华东地区
370503,河口区,37,山东省,华东地区
370521,垦利县,37,山东省,华东地区
370522,利津县,37,山东省,华东地区
370523,广饶县,37,山东省,华东地区
370600,烟台市,37,山东省,华东地区
370601,市辖区,37,山东省,华东地区
370602,芝罘区,37,山东省,华东地区
370611,福山区,37,山东省,华东地区
370612,牟平区,37,山东省,华东地区
370613,莱山区,37,山东省,华东地区
370634,长岛县,37,山东省,华东地区
370681,龙口市,37,山东省,华东地区
370682,莱阳市,37,山东省,华东地区
370683,莱州市,37,山东省,华东地区
370684,蓬莱市,37,山东省,华东地区
370685,招远市,37,山东省,华东地区
370686,栖霞市,37,山东省,华东地区
370687,海阳市,37,山东省,华东地区
370700,潍坊市,37,山东省,华东地区
370701,市辖区,37,山东省,华东地区
370702,潍城区,37,山东省,华东地区
370703,寒亭区,37,山东省,华东地区
370704,坊子区,37,山东省,华东地区
370705,奎文区,37,山东省,华东地区
370724,临朐县,37,山东省,华东地区
370725,昌乐县,37,山东省,华东地区
370781,青州市,37,山东省,华东地区
370782,诸城市,37,山东省,华东地区
370783,寿光市,37,山东省,华东地区
370784,安丘市,37,山东省,华东地区
370785,高密市,37,山东省,华东地区
370786,昌邑市,37,山东省,华东地区
370800,济宁市,37,山东省,华东地区
370801,市辖区,37,山东省,华东地区
370802,市中区,37,山东省,华东地区
370811,任城区,37,山东省,华东地区
370826,微山县,37,山东省,华东地区
370827,鱼台县,37,山东省,华东地区
370828,金乡县,37,山东省,华东地区
370829,嘉祥县,37,山东省,华东地区
370830,汶上县,37,山东省,华东地区
370831,泗水县,37,山东省,华东地区
370832,梁山县,37,山东省,华东地区
370881,曲阜市,37,山东省,华东地区
370882,兖州市,37,山东省,华东地区
370883,邹城市,37,山东省,华东地区
370900,泰安市,37,山东省,华东地区
370901,市辖区,37,山东省,华东地区
370902,泰山区,37,山东省,华东地区
370911,岱岳区,37,山东省,华东地区
370921,宁阳县,37,山东省,华东地区
370923,东平县,37,山东省,华东地区
370982,新泰市,37,山东省,华东地区
370983,肥城市,37,山东省,华东地区
371000,威海市,37,山东省,华东地区
371001,市辖区,37,山东省,华东地区
371002,环翠区,37,山东省,华东地区
371081,文登市,37,山东省,华东地区
371082,荣成市,37,山东省,华东地区
371083,乳山市,37,山东省,华东地区
371100,日照市,37,山东省,华东地区
371101,市辖区,37,山东省,华东地区
371102,东港区,37,山东省,华东地区
371103,岚山区,37,山东省,华东地区
371121,五莲县,37,山东省,华东地区
371122,莒县,37,山东省,华东地区
371200,莱芜市,37,山东省,华东地区
371201,市辖区,37,山东省,华东地区
371202,莱城区,37,山东省,华东地区
371203,钢城区,37,山东省,华东地区
371300,临沂市,37,山东省,华东地区
371301,市辖区,37,山东省,华东地区
371302,兰山区,37,山东省,华东地区
371311,罗庄区,37,山东省,华东地区
371312,河东区,37,山东省,华东地区
371321,沂南县,37,山东省,华东地区
371322,郯城县,37,山东省,华东地区
371323,沂水县,37,山东省,华东地区
371324,苍山县,37,山东省,华东地区
371325,费县,37,山东省,华东地区
371326,平邑县,37,山东省,华东地区
371327,莒南县,37,山东省,华东地区
371328,蒙阴县,37,山东省,华东地区
371329,临沭县,37,山东省,华东地区
371400,德州市,37,山东省,华东地区
371401,市辖区,37,山东省,华东地区
371402,德城区,37,山东省,华东地区
371421,陵县,37,山东省,华东地区
371422,宁津县,37,山东省,华东地区
371423,庆云县,37,山东省,华东地区
371424,临邑县,37,山东省,华东地区
371425,齐河县,37,山东省,华东地区
371426,平原县,37,山东省,华东地区
371427,夏津县,37,山东省,华东地区
371428,武城县,37,山东省,华东地区
371481,乐陵市,37,山东省,华东地区
371482,禹城市,37,山东省,华东地区
371500,聊城市,37,山东省,华东地区
371501,市辖区,37,山东省,华东地区
371502,东昌府区,37,山东省,华东地区
371521,阳谷县,37,山东省,华东地区
371522,莘县,37,山东省,华东地区
371523,茌平县,37,山东省,华东地区
371524,东阿县,37,山东省,华东地区
371525,冠县,37,山东省,华东地区
371526,高唐县,37,山东省,华东地区
371581,临清市,37,山东省,华东地区
371600,滨州市,37,山东省,华东地区
371601,市辖区,37,山东省,华东地区
371602,滨城区,37,山东省,华东地区
371621,惠民县,37,山东省,华东地区
371622,阳信县,37,山东省,华东地区
371623,无棣县,37,山东省,华东地区
371624,沾化县,37,山东省,华东地区
371625,博兴县,37,山东省,华东地区
371626,邹平县,37,山东省,华东地区
371700,菏泽市,37,山东省,华东地区
371701,市辖区,37,山东省,华东地区
371702,牡丹区,37,山东省,华东地区
371721,曹县,37,山东省,华东地区
371722,单县,37,山东省,华东地区
371723,成武县,37,山东省,华东地区
371724,巨野县,37,山东省,华东地区
371725,郓城县,37,山东省,华东地区
371726,鄄城县,37,山东省,华东地区
371727,定陶县,37,山东省,华东地区
371728,东明县,37,山东省,华东地区
410000,河南省,41,河南省,华中地区
410100,郑州市,41,河南省,华中地区
410101,市辖区,41,河南省,华中地区
410102,中原区,41,河南省,华中地区
410103,二七区,41,河南省,华中地区
410104,管城回族区,41,河南省,华中地区
410105,金水区,41,河南省,华中地区
410106,上街区,41,河南省,华中地区
410108,惠济区,41,河南省,华中地区
410122,中牟县,41,河南省,华中地区
410181,巩义市,41,河南省,华中地区
410182,荥阳市,41,河南省,华中地区
410183,新密市,41,河南省,华中地区
410184,新郑市,41,河南省,华中地区
410185,登封市,41,河南省,华中地区
410200,开封市,41,河南省,华中地区
410201,市辖区,41,河南省,华中地区
410202,龙亭区,41,河南省,华中地区
410203,顺河回族区,41,河南省,华中地区
410204,鼓楼区,41,河南省,华中地区
410205,禹王台区,41,河南省,华中地区
410211,金明区,41,河南省,华中地区
410221,杞县,41,河南省,华中地区
410222,通许县,41,河南省,华中地区
410223,尉氏县,41,河南省,华中地区
410224,开封县,41,河南省,华中地区
410225,兰考县,41,河南省,华中地区
410300,洛阳市,41,河南省,华中地区
410301,市辖区,41,河南省,华中地区
410302,老城区,41,河南省,华中地区
410303,西工区,41,河南省,华中地区
410304,瀍河回族区,41,河南省,华中地区
410305,涧西区,41,河南省,华中地区
410306,吉利区,41,河南省,华中地区
410311,洛龙区,41,河南省,华中地区
410322,孟津县,41,河南省,华中地区
410323,新安县,41,河南省,华中地区
410324,栾川县,41,河南省,华中地区
410325,嵩县,41,河南省,华中地区
410326,汝阳县,41,河南省,华中地区
410327,宜阳县,41,河南省,华中地区
410328,洛宁县,41,河南省,华中地区
410329,伊川县,41,河南省,华中地区
410381,偃师市,41,河南省,华中地区
410400,平顶山市,41,河南省,华中地区
410401,市辖区,41,河南省,华中地区
410402,新华区,41,河南省,华中地区
410403,卫东区,41,河南省,华中地区
410404,石龙区,41,河南省,华中地区
410411,湛河区,41,河南省,华中地区
410421,宝丰县,41,河南省,华中地区
410422,叶县,41,河南省,华中地区
410423,鲁山县,41,河南省,华中地区
410425,郏县,41,河南省,华中地区
410481,舞钢市,41,河南省,华中地区
410482,汝州市,41,河南省,华中地区
410500,安阳市,41,河南省,华中地区
410501,市辖区,41,河南省,华中地区
410502,文峰区,41,河南省,华中地区
410503,北关区,41,河南省,华中地区
410505,殷都区,41,河南省,华中地区
410506,龙安区,41,河南省,华中地区
410522,安阳县,41,河南省,华中地区
410523,汤阴县,41,河南省,华中地区
410526,滑县,41,河南省,华中地区
410527,内黄县,41,河南省,华中地区
410581,林州市,41,河南省,华中地区
410600,鹤壁市,41,河南省,华中地区
410601,市辖区,41,河南省,华中地区
410602,鹤山区,41,河南省,华中地区
410603,山城区,41,河南省,华中地区
410611,淇滨区,41,河南省,华中地区
410621,浚县,41,河南省,华中地区
410622,淇县,41,河南省,华中地区
410700,新乡市,41,河南省,华中地区
410701,市辖区,41,河南省,华中地区
410702,红旗区,41,河南省,华中地区
410703,卫滨区,41,河南省,华中地区
410704,凤泉区,41,河南省,华中地区
410711,牧野区,41,河南省,华中地区
410721,新乡县,41,河南省,华中地区
410724,获嘉县,41,河南省,华中地区
410725,原阳县,41,河南省,华中地区
410726,延津县,41,河南省,华中地区
410727,封丘县,41,河南省,华中地区
410728,长垣县,41,河南省,华中地区
410781,卫辉市,41,河南省,华中地区
410782,辉县市,41,河南省,华中地区
410800,焦作市,41,河南省,华中地区
410801,市辖区,41,河南省,华中地区
410802,解放区,41,河南省,华中地区
410803,中站区,41,河南省,华中地区
410804,马村区,41,河南省,华中地区
410811,山阳区,41,河南省,华中地区
410821,修武县,41,河南省,华中地区
410822,博爱县,41,河南省,华中地区
410823,武陟县,41,河南省,华中地区
410825,温县,41,河南省,华中地区
410882,沁阳市,41,河南省,华中地区
410883,孟州市,41,河南省,华中地区
410900,濮阳市,41,河南省,华中地区
410901,市辖区,41,河南省,华中地区
410902,华龙区,41,河南省,华中地区
410922,清丰县,41,河南省,华中地区
410923,南乐县,41,河南省,华中地区
410926,范县,41,河南省,华中地区
410927,台前县,41,河南省,华中地区
410928,濮阳县,41,河南省,华中地区
411000,许昌市,41,河南省,华中地区
411001,市辖区,41,河南省,华中地区
411002,魏都区,41,河南省,华中地区
411023,许昌县,41,河南省,华中地区
411024,鄢陵县,41,河南省,华中地区
411025,襄城县,41,河南省,华中地区
411081,禹州市,41,河南省,华中地区
411082,长葛市,41,河南省,华中地区
411100,漯河市,41,河南省,华中地区
411101,市辖区,41,河南省,华中地区
411102,源汇区,41,河南省,华中地区
411103,郾城区,41,河南省,华中地区
411104,召陵区,41,河南省,华中地区
411121,舞阳县,41,河南省,华中地区
411122,临颍县,41,河南省,华中地区
411200,三门峡市,41,河南省,华中地区
411201,市辖区,41,河南省,华中地区
411202,湖滨区,41,河南省,华中地区
411221,渑池县,41,河南省,华中地区
411222,陕县,41,河南省,华中地区
411224,卢氏县,41,河南省,华中地区
411281,义马市,41,河南省,华中地区
411282,灵宝市,41,河南省,华中地区
411300,南阳市,41,河南省,华中地区
411301,市辖区,41,河南省,华中地区
411302,宛城区,41,河南省,华中地区
411303,卧龙区,41,河南省,华中地区
411321,南召县,41,河南省,华中地区
411322,方城县,41,河南省,华中地区
411323,西峡县,41,河南省,华中地区
411324,镇平县,41,河南省,华中地区
411325,内乡县,41,河南省,华中地区
411326,淅川县,41,河南省,华中地区
411327,社旗县,41,河南省,华中地区
411328,唐河县,41,河南省,华中地区
411329,新野县,41,河南省,华中地区
411330,桐柏县,41,河南省,华中地区
411381,邓州市,41,河南省,华中地区
411400,商丘市,41,河南省,华中地区
411401,市辖区,41,河南省,华中地区
411402,梁园区,41,河南省,华中地区
411403,睢阳区,41,河南省,华中地区
411421,民权县,41,河南省,华中地区
411422,睢县,41,河南省,华中地区
411423,宁陵县,41,河南省,华中地区
411424,柘城县,41,河南省,华中地区
411425,虞城县,41,河南省,华中地区
411426,夏邑县,41,河南省,华中地区
411481,永城市,41,河南省,华中地区
411500,信阳市,41,河南省,华中地区
411501,市辖区,41,河南省,华中地区
411502,浉河区,41,河南省,华中地区
411503,平桥区,41,河南省,华中地区
411521,罗山县,41,河南省,华中地区
411522,光山县,41,河南省,华中地区
411523,新县,41,河南省,华中地区
411524,商城县,41,河南省,华中地区
411525,固始县,41,河南省,华中地区
411526,潢川县,41,河南省,华中地区
411527,淮滨县,41,河南省,华中地区
411528,息县,41,河南省,华中地区
411600,周口市,41,河南省,华中地区
411601,市辖区,41,河南省,华中地区
411602,川汇区,41,河南省,华中地区
411621,扶沟县,41,河南省,华中地区
411622,西华县,41,河南省,华中地区
411623,商水县,41,河南省,华中地区
411624,沈丘县,41,河南省,华中地区
411625,郸城县,41,河南省,华中地区
411626,淮阳县,41,河南省,华中地区
411627,太康县,41,河南省,华中地区
411628,鹿邑县,41,河南省,华中地区
411681,项城市,41,河南省,华中地区
411700,驻马店市,41,河南省,华中地区
411701,市辖区,41,河南省,华中地区
411702,驿城区,41,河南省,华中地区
411721,西平县,41,河南省,华中地区
411722,上蔡县,41,河南省,华中地区
411723,平舆县,41,河南省,华中地区
411724,正阳县,41,河南省,华中地区
411725,确山县,41,河南省,华中地区
411726,泌阳县,41,河南省,华中地区
411727,汝南县,41,河南省,华中地区
411728,遂平县,41,河南省,华中地区
411729,新蔡县,41,河南省,华中地区
419000,省直辖县级行政区划,41,河南省,华中地区
419001,济源市,41,河南省,华中地区
420000,湖北省,42,湖北省,华中地区
420100,武汉市,42,湖北省,华中地区
420101,市辖区,42,湖北省,华中地区
420102,江岸区,42,湖北省,华中地区
420103,江汉区,42,湖北省,华中地区
420104,硚口区,42,湖北省,华中地区
420105,汉阳区,42,湖北省,华中地区
420106,武昌区,42,湖北省,华中地区
420107,青山区,42,湖北省,华中地区
420111,洪山区,42,湖北省,华中地区
420112,东西湖区,42,湖北省,华中地区
420113,汉南区,42,湖北省,华中地区
420114,蔡甸区,42,湖北省,华中地区
420115,江夏区,42,湖北省,华中地区
420116,黄陂区,42,湖北省,华中地区
420117,新洲区,42,湖北省,华中地区
420200,黄石市,42,湖北省,华中地区
420201,市辖区,42,湖北省,华中地区
420202,黄石港区,42,湖北省,华中地区
420203,西塞山区,42,湖北省,华中地区
420204,下陆区,42,湖北省,华中地区
420205,铁山区,42,湖北省,华中地区
420222,阳新县,42,湖北省,华中地区
420281,大冶市,42,湖北省,华中地区
420300,十堰市,42,湖北省,华中地区
420301,市辖区,42,湖北省,华中地区
420302,茅箭区,42,湖北省,华中地区
420303,张湾区,42,湖北省,华中地区
420321,郧县,42,湖北省,华中地区
420322,郧西县,42,湖北省,华中地区
420323,竹山县,42,湖北省,华中地区
420324,竹溪县,42,湖北省,华中地区
420325,房县,42,湖北省,华中地区
420381,丹江口市,42,湖北省,华中地区
420500,宜昌市,42,湖北省,华中地区
420501,市辖区,42,湖北省,华中地区
420502,西陵区,42,湖北省,华中地区
420503,伍家岗区,42,湖北省,华中地区
420504,点军区,42,湖北省,华中地区
420505,猇亭区,42,湖北省,华中地区
420506,夷陵区,42,湖北省,华中地区
420525,远安县,42,湖北省,华中地区
420526,兴山县,42,湖北省,华中地区
420527,秭归县,42,湖北省,华中地区
420528,长阳土家族自治县,42,湖北省,华中地区
420529,五峰土家族自治县,42,湖北省,华中地区
420581,宜都市,42,湖北省,华中地区
420582,当阳市,42,湖北省,华中地区
420583,枝江市,42,湖北省,华中地区
420600,襄阳市,42,湖北省,华中地区
420601,市辖区,42,湖北省,华中地区
420602,襄城区,42,湖北省,华中地区
420606,樊城区,42,湖北省,华中地区
420607,襄州区,42,湖北省,华中地区
420624,南漳县,42,湖北省,华中地区
420625,谷城县,42,湖北省,华中地区
420626,保康县,42,湖北省,华中地区
420682,老河口市,42,湖北省,华中地区
420683,枣阳市,42,湖北省,华中地区
420684,宜城市,42,湖北省,华中地区
420700,鄂州市,42,湖北省,华中地区
420701,市辖区,42,湖北省,华中地区
420702,梁子湖区,42,湖北省,华中地区
420703,华容区,42,湖北省,华中地区
420704,鄂城区,42,湖北省,华中地区
420800,荆门市,42,湖北省,华中地区
420801,市辖区,42,湖北省,华中地区
420802,东宝区,42,湖北省,华中地区
420804,掇刀区,42,湖北省,华中地区
420821,京山县,42,湖北省,华中地区
420822,沙洋县,42,湖北省,华中地区
420881,钟祥市,42,湖北省,华中地区
420900,孝感市,42,湖北省,华中地区
420901,市辖区,42,湖北省,华中地区
420902,孝南区,42,湖北省,华中地区
420921,孝昌县,42,湖北省,华中地区
420922,大悟县,42,湖北省,华中地区
420923,云梦县,42,湖北省,华中地区
420981,应城市,42,湖北省,华中地区
420982,安陆市,42,湖北省,华中地区
420984,汉川市,42,湖北省,华中地区
421000,荆州市,42,湖北省,华中地区
421001,市辖区,42,湖北省,华中地区
421002,沙市区,42,湖北省,华中地区
421003,荆州区,42,湖北省,华中地区
421022,公安县,42,湖北省,华中地区
421023,监利县,42,湖北省,华中地区
421024,江陵县,42,湖北省,华中地区
421081,石首市,42,湖北省,华中地区
421083,洪湖市,42,湖北省,华中地区
421087,松滋市,42,湖北省,华中地区
421100,黄冈市,42,湖北省,华中地区
421101,市辖区,42,湖北省,华中地区
421102,黄州区,42,湖北省,华中地区
421121,团风县,42,湖北省,华中地区
421122,红安县,42,湖北省,华中地区
421123,罗田县,42,湖北省,华中地区
421124,英山县,42,湖北省,华中地区
421125,浠水县,42,湖北省,华中地区
421126,蕲春县,42,湖北省,华中地区
421127,黄梅县,42,湖北省,华中地区
421181,麻城市,42,湖北省,华中地区
421182,武穴市,42,湖北省,华中地区
421200,咸宁市,42,湖北省,华中地区
421201,市辖区,42,湖北省,华中地区
421202,咸安区,42,湖北省,华中地区
421221,嘉鱼县,42,湖北省,华中地区
421222,通城县,42,湖北省,华中地区
421223,崇阳县,42,湖北省,华中地区
421224,通山县,42,湖北省,华中地区
421281,赤壁市,42,湖北省,华中地区
421300,随州市,42,湖北省,华中地区
421301,市辖区,42,湖北省,华中地区
421303,曾都区,42,湖北省,华中地区
421321,随县,42,湖北省,华中地区
421381,广水市,42,湖北省,华中地区
422800,恩施土家族苗族自治州,42,湖北省,华中地区
422801,恩施市,42,湖北省,华中地区
422802,利川市,42,湖北省,华中地区
422822,建始县,42,湖北省,华中地区
422823,巴东县,42,湖北省,华中地区
422825,宣恩县,42,湖北省,华中地区
422826,咸丰县,42,湖北省,华中地区
422827,来凤县,42,湖北省,华中地区
422828,鹤峰县,42,湖北省,华中地区
429000,省直辖县级行政区划,42,湖北省,华中地区
429004,仙桃市,42,湖北省,华中地区
429005,潜江市,42,湖北省,华中地区
429006,天门市,42,湖北省,华中地区
429021,神农架林区,42,湖北省,华中地区
430000,湖南省,43,湖南省,华中地区
430100,长沙市,43,湖南省,华中地区
430101,市辖区,43,湖南省,华中地区
430102,芙蓉区,43,湖南省,华中地区
430103,天心区,43,湖南省,华中地区
430104,岳麓区,43,湖南省,华中地区
430105,开福区,43,湖南省,华中地区
430111,雨花区,43,湖南省,华中地区
430112,望城区,43,湖南省,华中地区
430121,长沙县,43,湖南省,华中地区
430124,宁乡县,43,湖南省,华中地区
430181,浏阳市,43,湖南省,华中地区
430200,株洲市,43,湖南省,华中地区
430201,市辖区,43,湖南省,华中地区
430202,荷塘区,43,湖南省,华中地区
430203,芦淞区,43,湖南省,华中地区
430204,石峰区,43,湖南省,华中地区
430211,天元区,43,湖南省,华中地区
430221,株洲县,43,湖南省,华中地区
430223,攸县,43,湖南省,华中地区
430224,茶陵县,43,湖南省,华中地区
430225,炎陵县,43,湖南省,华中地区
430281,醴陵市,43,湖南省,华中地区
430300,湘潭市,43,湖南省,华中地区
430301,市辖区,43,湖南省,华中地区
430302,雨湖区,43,湖南省,华中地区
430304,岳塘区,43,湖南省,华中地区
430321,湘潭县,43,湖南省,华中地区
430381,湘乡市,43,湖南省,华中地区
430382,韶山市,43,湖南省,华中地区
430400,衡阳市,43,湖南省,华中地区
430401,市辖区,43,湖南省,华中地区
430405,珠晖区,43,湖南省,华中地区
430406,雁峰区,43,湖南省,华中地区
430407,石鼓区,43,湖南省,华中地区
430408,蒸湘区,43,湖南省,华中地区
430412,南岳区,43,湖南省,华中地区
430421,衡阳县,43,湖南省,华中地区
430422,衡南县,43,湖南省,华中地区
430423,衡山县,43,湖南省,华中地区
430424,衡东县,43,湖南省,华中地区
430426,祁东县,43,湖南省,华中地区
430481,耒阳市,43,湖南省,华中地区
430482,常宁市,43,湖南省,华中地区
430500,邵阳市,43,湖南省,华中地区
430501,市辖区,43,湖南省,华中地区
430502,双清区,43,湖南省,华中地区
430503,大祥区,43,湖南省,华中地区
430511,北塔区,43,湖南省,华中地区
430521,邵东县,43,湖南省,华中地区
430522,新邵县,43,湖南省,华中地区
430523,邵阳县,43,湖南省,华中地区
430524,隆回县,43,湖南省,华中地区
430525,洞口县,43,湖南省,华中地区
430527,绥宁县,43,湖南省,华中地区
430528,新宁县,43,湖南省,华中地区
430529,城步苗族自治县,43,湖南省,华中地区
430581,武冈市,43,湖南省,华中地区
430600,岳阳市,43,湖南省,华中地区
430601,市辖区,43,湖南省,华中地区
430602,岳阳楼区,43,湖南省,华中地区
430603,云溪区,43,湖南省,华中地区
430611,君山区,43,湖南省,华中地区
430621,岳阳县,43,湖南省,华中地区
430623,华容县,43,湖南省,华中地区
430624,湘阴县,43,湖南省,华中地区
430626,平江县,43,湖南省,华中地区
430681,汨罗市,43,湖南省,华中地区
430682,临湘市,43,湖南省,华中地区
430700,常德市,43,湖南省,华中地区
430701,市辖区,43,湖南省,华中地区
430702,武陵区,43,湖南省,华中地区
430703,鼎城区,43,湖南省,华中地区
430721,安乡县,43,湖南省,华中地区
430722,汉寿县,43,湖南省,华中地区
430723,澧县,43,湖南省,华中地区
430724,临澧县,43,湖南省,华中地区
430725,桃源县,43,湖南省,华中地区
430726,石门县,43,湖南省,华中地区
430781,津市市,43,湖南省,华中地区
430800,张家界市,43,湖南省,华中地区
430801,市辖区,43,湖南省,华中地区
430802,永定区,43,湖南省,华中地区
430811,武陵源区,43,湖南省,华中地区
430821,慈利县,43,湖南省,华中地区
430822,桑植县,43,湖南省,华中地区
430900,益阳市,43,湖南省,华中地区
430901,市辖区,43,湖南省,华中地区
430902,资阳区,43,湖南省,华中地区
430903,赫山区,43,湖南省,华中地区
